city,name,type,price,rating,address,lat,lng,desc,tags,badge,mapsLink,icon
"milan,SISU.,café,€,5,""Via Gaudenzio Ferrari, 1, 20123 Milano"",45.4562,9.175,""Petit dej / brunch sexy en plein Navigli. Le spot pour démarrer la journée avec style."",brunch|petit dej|navigli,gem,https://maps.google.com/?q=SISU+Milano,☕"
"milan,Gelateria Momenti,pâtisserie,€€,5,""Via California, 1, 20144 Milano"",45.4592,9.1606,""Gelato artisanal dans la Zona Navigli. Textures crémeuses et parfums originaux qui changent tout."",gelato|artisanal|navigli,gem,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0x17a7989f48284686,🍦"
"milan,Spun Tiramisu,pâtisserie,€,5,""Via Victor Hugo, 3, 20123 Milano"",45.4637,9.1872,""Le tiramisu érigé en art. Déclinaisons créatives dans un cadre compact en plein centre-ville."",tiramisu|dessert|centre,gem,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0x74977a30f6e5942e,🍮"
"milan,RONCAGLIA33 dolce pane e vino,pâtisserie,€€,5,""Via Roncaglia, 33, 20146 Milano"",45.4513,9.1547,""Pâtisserie-cave à vins cachée dans le quartier Tortona. Douceurs et naturels, combo parfait."",pâtisserie|vins|tortona,gem,https://maps.google.com/?q=RONCAGLIA33+Milano,🥐"
"milan,GnomoGelato,pâtisserie,€€,5,""Corso di Porta Ticinese, 70, 20143 Milano"",45.4568,9.1797,Gelato créatif au bord du Naviglio. Parfums qui changent et produits locaux.,gelato|navigli|créatif,,https://maps.google.com/?q=GnomoGelato+Milano,🍦"
"milan,Gelateria LAB,pâtisserie,€€,5,""Via Savona, 19, 20144 Milano"",45.4543,9.1638,Gelateria artisanale dans le quartier Tortona. Parfums originaux et textures remarquables.,gelato|artisanal|tortona,,https://maps.google.com/?q=Gelateria+LAB+Milano,🍦"
"milan,Luca - Il gelato di compagnia,pâtisserie,€€,5,""Via Savona, 40, 20144 Milano"",45.4544,9.1637,Gelato généreux et convivial dans le Tortona. Une glace à partager entre amis.,gelato|convivial|tortona,gem,https://maps.google.com/?q=Luca+gelato+compagnia+Milano,🍦"
"milan,Malìa Milano City Life,pâtisserie,€€,4,""Via Spinola, 2, 20149 Milano"",45.4697,9.1552,Pâtisserie napolitaine élégante au City Life. Sfogliatelle et babà d'exception.,napolitain|pâtisserie|city life,,https://maps.google.com/?q=Malìa+Milano+City+Life,🥐"
"milan,Alessandro Servida Pasticceria,pâtisserie,€€,4,""Viale Col di Lana, 10, 20136 Milano"",45.4483,9.1893,Pâtisserie élégante au bord des Navigli. Un peu de monde aux heures de pointe mais vaut le détour.,pâtisserie|navigli|classique,,https://maps.google.com/?q=Alessandro+Servida+Pasticceria+Milano,🥐"
"milan,Pavé,pâtisserie,€,4,""Via Felice Casati, 27, 20124 Milano"",45.4783,9.2065,Café-pâtisserie branché de l'Isola. Bons retours sur les gâteaux à tester.,café|pâtisserie|isola,,https://maps.google.com/?q=Pavé+café+Milano,🥐"
"milan,Bar Pasticceria Moriondo,pâtisserie,€,4,""Via Torino, 3, 20123 Milano"",45.4633,9.1855,Pâtisserie très à l'ancienne mais typiquement milanaise. Un voyage dans le temps.,tradition|old school|centre,,https://maps.google.com/?q=Bar+Pasticceria+Moriondo+Milano,🥐"
"milan,Aroma Napoletano,café,€,4,""Via Durini, 22, 20122 Milano"",45.4659,9.1978,Un peu touristique mais le croissant napolitain (cornetto) est vraiment gourmand.,napolitain|cornetto|centre,,https://maps.google.com/?q=Aroma+Napoletano+Milano,☕"
"milan,Loste Café,café,€,4,""Piazza della Repubblica, 12, 20124 Milano"",45.4808,9.2017,Café populaire à la Repubblica. Beaucoup de monde mais pratique avant de prendre le train.,café|centrale|populaire,,https://maps.google.com/?q=Loste+Café+Milano,☕"
"milan,Pizzeria Errico Porzio,pizzeria,€,5,""Via Andrea Solari, 34, 20144 Milano"",45.4548,9.1609,La pizza napolitaine authentique débarquée à Milan. Alveolatura parfaite et file garantie.,napolitaine|authentique|populaire,must,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xc57a083318552832,🍕"
"milan,Da Zero,pizzeria,€€,5,""Via dell'Orso, 4, 20121 Milano"",45.4692,9.1875,Très bonne pizza avec des ingrédients top. Choix restreint mais chaque pizza est une réussite.,pizza|qualité|brera,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0x14950458bcc9bdfb,🍕"
"milan,Pizzeria da Mammà,pizzeria,€€,5,""Ripa di Porta Ticinese, 11, 20143 Milano"",45.4562,9.172,Ma pizza préférée à Milan. Resto un peu claqué mais la pizza est incroyable.,pizza|napolitaine|navigli,fav,https://maps.google.com/?q=Pizzeria+da+Mammà+Milano,🍕"
"milan,Pizzeria Vincenzo Capuano Moscova,pizzeria,€€,4,""Corso di Porta Nuova, 12, 20121 Milano"",45.4788,9.191,Très bonne pizza napolitaine à Moscova. Plusieurs adresses dans la ville.,napolitaine|moscova|plusieurs adresses,,https://maps.google.com/?q=Pizzeria+Vincenzo+Capuano+Moscova+Milano,🍕"
"milan,Don Aniello,restaurant,€€,5,""Alzaia Naviglio Grande, 40, 20144 Milano"",45.4514,9.1723,Cuisine napolitaine au bord du Naviglio Grande. L'adresse idéale pour une soirée sur les canaux.,napolitain|navigli|soirée,fav,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0x17367d6fe24372fd,🍝"
"milan,Le Striatelle di Nonna Mafalda,restaurant,€€,5,""Via Vigevano, 11, 20144 Milano"",45.4527,9.1745,Un de mes restos préférés à Milan. Les pâtes fraîches maison sont excellentes.,pâtes fraîches|navigli|fait maison,fav,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xdfbe54ae9b461c35,🍝"
"milan,Bottega Saffi,restaurant,€€,5,""Via Aurelio Saffi, 2, 20123 Milano"",45.4692,9.172,Adresse de quartier sans chichi avec une cuisine soignée. Déjeuner sans attente.,déjeuner|trattoria|quartier,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xdb4fe2f6d3130602,🍽️"
"milan,Holy Burger & Cicchetti,restaurant,€€,5,""Via Monferrato, 6, 20144 Milano"",45.4658,9.1568,Burgers créatifs et cicchetti italiens dans le quartier de Porta Genova. Fusion qui fonctionne.,burger|cicchetti|fusion,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0x9f7ff4f8d1a7fbb7,🍔"
"milan,Il Marchese Milano,restaurant,€€,4,""Via Santa Maria alla Porta, 11, 20123 Milano"",45.4655,9.1832,Restaurant italien élégant près du Castello. Cuisine de qualité dans un décor soigné.,italien|élégant|castello,,https://maps.google.com/?q=Il+Marchese+Milano,🍽️"
"milan,SlowSud Porta Genova Tortona,restaurant,€€,5,""Via Tortona, 24, 20144 Milano"",45.4557,9.163,Super resto sicilien à Porta Genova. Bien avec TheFork pour des promos intéressantes.,sicilien|tortona|promos,,https://maps.google.com/?q=SlowSud+Porta+Genova+Milano,🍽️"
"milan,Like Mike — Trattoria Moderna,restaurant,€€,4,""Via Vigevano, 23, 20144 Milano"",45.4533,9.1741,Trattoria moderne sur le Naviglio. Cuisine italienne revisitée dans un cadre décontracté.,trattoria|moderne|navigli,,https://maps.google.com/?q=Like+Mike+Trattoria+Moderna+Milano,🍽️"
"milan,Pasta d'Autore,restaurant,€€,5,""Via Panfilo Castaldi, 16, 20124 Milano"",45.4768,9.2037,Un peu touristique mais vraiment très bon. Les pâtes maison valent le détour.,pâtes|centre|fait maison,,https://maps.google.com/?q=Pasta+d'Autore+Milano,🍝"
"milan,All'Antico Vinaio,restaurant,€€,4,""Via Meravigli, 2, 20123 Milano"",45.4655,9.1836,Sandwichs incroyables. La célèbre enseigne florentine débarquée à Milan.,sandwich|incontournable|plusieurs adresses,must,https://maps.google.com/?q=All'Antico+Vinaio+Milano,🥪"
"milan,Wadi Rum Milano,restaurant,€€€,4,""Via Settala, 18, 20124 Milano"",45.4777,9.2068,Super resto libanais. Mezze généreux et ambiance chaleureuse dans le quartier Centrale.,libanais|mezze|centrale,,https://maps.google.com/?q=Wadi+Rum+Milano,🫕"
"milan,RAITO FANTASTIC FUSION,restaurant,€€€,5,""Via Paolo Sarpi, 30, 20154 Milano"",45.4785,9.1768,Sushis à volonté incroyable. La meilleure table de sushis all-you-can-eat de Milan.,sushis|volonté|sarpi,must,https://maps.google.com/?q=RAITO+FANTASTIC+FUSION+Milano,🍣"
"milan,Ristorante Fonderie Milanesi,restaurant,€€,4,""Via Tortona, 35, 20144 Milano"",45.4557,9.1625,Aperitivo à volonté et terrasse/jardin stylé dans l'ancienne fonderie. Incontournable en été.,aperitivo|jardin|tortona,gem,https://maps.google.com/?q=Fonderie+Milanesi+Milano,🍽️"
"milan,Trapizzino Milano,restaurant,€€,5,""Via Marghera, 1, 20149 Milano"",45.4677,9.1579,Pocket pizza remplie de ragù ou cacio e pepe. Plusieurs adresses.,sandwich|street food|plusieurs adresses,,https://maps.google.com/?q=Trapizzino+Milano,🥙"
"milan,DAVET Turkish Kebap Pizzeria,restaurant,€,5,""Piazzale Stazione Genova, 2, 20144 Milano"",45.4538,9.1701,La référence kebab de Porta Genova. Généreux et rapide.,kebab|rapide|porta genova,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xac9ec7fd6783073f,🥙"
"milan,Turkish Kebab Pizza,restaurant,€,5,""Via Caminadella, 5, 20123 Milano"",45.4593,9.1778,Autre valeur sûre pour un kebab en centre-ville proche de Porta Ticinese.,kebab|ticinese|rapide,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xd2fdb8b20599f48d,🥙"
"milan,SIGNOR LIEVITO,boulangerie,€,4,""Via Felice Casati, 3, 20124 Milano"",45.4783,9.2045,Boulangerie artisanale dans l'Isola. Pains au levain et viennoiseries de qualité.,boulangerie|levain|isola,,https://maps.google.com/?q=SIGNOR+LIEVITO+Milano,🍞"
"milan,Piccolo Pan,boulangerie,€,5,""Via Vigevano, 5, 20144 Milano"",45.4531,9.1753,À emporter uniquement mais super bon. Pain et viennoiseries artisanaux sur le Naviglio.,boulangerie|à emporter|navigli,gem,https://maps.google.com/?q=Piccolo+Pan+Milano,🍞"
"milan,Frida,bar,€€,5,""Via Antonio Pollaiuolo, 3, 20159 Milano"",45.4887,9.1873,Super bar très stylé et jeune dans le quartier Isola. Jardin intérieur — l'aperitivo estival par excellence.,aperitivo|isola|jardin,fav,http://maps.google.com/?cid=12403723593705774842,🍸"
"milan,Morna,bar,€€,4,""Via Vigevano, 17, 20144 Milano"",45.4531,9.1742,Bar à cocktails ambiance Navigli. Clientèle jeune et mixologie soignée.,cocktails|navigli|soir,,https://maps.google.com/?q=Morna+bar+Milano,🍸"
"milan,Colibrì,bar,€€,4,""Ripa di Porta Ticinese, 55, 20143 Milano"",45.4573,9.1742,Bar sympa le long du Naviglio Pavese. Terrasse agréable en été.,navigli|terrasse|aperitivo,,https://maps.google.com/?q=Colibrì+bar+Milano,🍸"
"milan,Flow Milano,bar,€€,4,""Corso Como, 8, 20154 Milano"",45.4802,9.1885,Bar tendance de la Zona Garibaldi. Clientèle hype et cocktails bien exécutés.,tendance|garibaldi|cocktails,,https://maps.google.com/?q=Flow+Milano+bar,🍸"
"milan,LibrOsteria,bar,€€,4,""Via Argelati, 35, 20143 Milano"",45.4541,9.1709,Librairie-bar-restaurant hybride sur le Naviglio. Concept unique pour les amateurs de livres et de bons vins.,bar|livres|navigli,gem,https://maps.google.com/?q=LibrOsteria+Milano,🍷"
"milan,WOLF milano,bar,€€,4,""Via Savona, 50, 20144 Milano"",45.4547,9.1635,Bar design dans le Tortona. Ambiance créative et cocktails originaux.,design|tortona|cocktails,,https://maps.google.com/?q=WOLF+Milano+bar,🍸"
"milan,Lom Dopolavoro,bar,€€,4,""Ripa di Porta Ticinese, 65, 20143 Milano"",45.4541,9.1705,Bar et cuisine sur le Naviglio super pour un date. Intérieur et extérieur tops.,date|navigli|terrasse,fav,https://maps.google.com/?q=Lom+Dopolavoro+Milano,🍸"
"milan,Foresta Woodbar,bar,€€,4,""Via Argelati, 3, 20143 Milano"",45.4548,9.1744,Aperitivo à volonté dans un bar à l'ambiance boisée. Idéal après 18h.,aperitivo|volonté|navigli,,https://maps.google.com/?q=Foresta+Woodbar+Milano,🍸"
"milan,Deus Cafe Isola,bar,€€,4,""Via Tofane, 1, 20159 Milano"",45.4863,9.1874,Super bar surtout la terrasse. Concept moto-café avec espace expo et jardin.,terrasse|isola|concept,gem,https://maps.google.com/?q=Deus+Cafe+Isola+Milano,🍸"
"milan,Sidewalk Kitchens,bar,€€,4,""Via Vigevano, 8, 20144 Milano"",45.4532,9.1748,Bar à vins natures burgers et petit déj. Un endroit polyvalent sur le Naviglio.,vins natures|brunch|navigli,,https://maps.google.com/?q=Sidewalk+Kitchens+Milano,🍷"
"milan,BASE Milano,sortie,€€,4,""Via Bergognone, 34, 20144 Milano"",45.4542,9.163,Ancien espace industriel reconverti en centre culturel. Expos concerts food — l'épicentre créatif milanais.,culturel|expos|tortona,,https://maps.google.com/?q=BASE+Milano,🏛️"
"milan,Mudec,sortie,€€,4,""Via Tortona, 56, 20144 Milano"",45.454,9.1604,Musée des cultures à Tortona. Architecture spectaculaire de David Chipperfield.,musée|cultures|tortona,,https://maps.google.com/?q=Mudec+Milano,🖼️"
"milan,Cascina Cuccagna,sortie,€€,4,""Via Muratori, 10, 20135 Milano"",45.4516,9.1985,Ancienne ferme réhabilitée en bar hype avec jardin. Un coin de campagne au cœur de la ville.,jardin|bar|hype,gem,https://maps.google.com/?q=Cascina+Cuccagna+Milano,🌿"
"milan,Parco Sempione,sortie,€,5,""Viale Alemagna, 6, 20121 Milano"",45.4731,9.1718,Le grand poumon vert de Milan. Pique-nique jogging Torre Branca — incontournable par beau temps.,parc|nature|détente,,https://maps.google.com/?q=Parco+Sempione+Milano,🌿"
"milan,Cimitero Monumentale,sortie,€,5,""Piazzale Cimitero Monumentale, 20154 Milano"",45.489,9.1727,Un cimetière qui est aussi un musée à ciel ouvert. Sculptures et mausolées monumentaux.,insolite|sculptures|patrimoine,gem,https://maps.google.com/?q=Cimitero+Monumentale+Milano,🏛️"
"milan,Pinacoteca di Brera,sortie,€€,5,""Via Brera, 28, 20121 Milano"",45.4717,9.1884,""Le musée d'art le plus important de Milan. Raphaël, Caravage, Mantegna — une collection de rêve."",musée|art|incontournable,must,https://maps.google.com/?q=Pinacoteca+di+Brera+Milano,🖼️"
"milan,Eataly Milano Smeraldo,sortie,€€,4,""Piazza Venticinque Aprile, 10, 20121 Milano"",45.4808,9.188,Supermarché et restaurant Eataly dans le théâtre Smeraldo. Le même qu'à Paris mais dans un beau bâtiment.,épicerie|italien|garibaldi,,https://maps.google.com/?q=Eataly+Milano+Smeraldo,🛒"
"milan,Mercato Centrale Milano,sortie,€€,4,""Via Giovanni Battista Sammartini, 2, 20125 Milano"",45.4866,9.2034,Tout y est dans un lieu stylé. Marché alimentaire multi-étages près de la Stazione Centrale.,marché|food hall|centrale,gem,https://maps.google.com/?q=Mercato+Centrale+Milano,🛒"
"paris,Brasserie des Prés,restaurant,€€,5,""6 Cours du Commerce Saint-André, 75006"",48.8529,2.3392,Brasserie élégante dans une ruelle historique de Saint-Germain. Cuisine de brasserie soignée.,brasserie|saint-germain|historique,fav,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xa9c3307ddd2ab577,🍽️"
"paris,Brasserie Rosie,restaurant,€€,5,""53 Rue du Faubourg Saint-Antoine, 75011"",48.8522,2.3732,La brasserie de quartier du Faubourg Saint-Antoine. Ambiance chaleureuse et carte qui change.,brasserie|faubourg|quartier,fav,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xac9e5face0a0c3,🍽️"
"paris,Brasserie Dubillot,restaurant,€€,5,""7 Rue Brantôme, 75003"",48.8606,2.3533,Brasserie moderne dans le Marais. Belle carte française et service impeccable.,brasserie|marais|française,,https://maps.google.com/?q=Brasserie+Dubillot+Paris,🍽️"
"paris,Sama Loubnane,restaurant,€€,5,""83 Bd Saint-Michel, 75005"",48.8455,2.3401,Le meilleur libanais du Quartier Latin. Houmous maison et mezze généreux.,libanais|mezze|quartier latin,must,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xa7c1b6c1fa371142,🫕"
"paris,Presto Fresco,restaurant,€€,5,""14 Rue Montmartre, 75001"",48.8638,2.3459,Cuisine italienne fraîche et rapide près des Halles. Parfait pour un déjeuner efficace.,italien|rapide|centre,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xf3fe5d5b8ebb44f3,🍝"
"paris,Gruppomimo,restaurant,€€,5,""7 Rue Léopold Bellan, 75002"",48.8645,2.3476,Excellente trattoria italienne dans le Sentier. Pâtes fraîches et ambiance animée.,italien|trattoria|sentier,fav,https://maps.google.com/?q=Gruppomimo+Paris,🍝"
"paris,Il était un square,restaurant,€€,5,""2 Rue Gustave Goublier, 75010"",48.8701,2.3613,Burgers incroyables dans le 10e. L'un des meilleurs spots burger de Paris.,burger|10e|incontournable,fav,https://maps.google.com/?q=Il+était+un+square+Burger+Paris,🍔"
"paris,avec amour - le burger Belleville,restaurant,€€,5,""38 Rue des Couronnes, 75020"",48.8673,2.3827,Burgers généreux et faits maison à Belleville. Plusieurs adresses — toujours une valeur sûre.,burger|belleville|fait maison,fav,https://maps.google.com/?q=avec+amour+burger+Belleville+Paris,🍔"
"paris,PNY GAITÉ,restaurant,€€,5,""6 Rue de la Gaîté, 75014"",48.8392,2.323,La chaîne de burgers parisienne PNY adresse de la Gaîté. Bons produits et recettes créatives.,burger|gaîté|14e,,https://maps.google.com/?q=PNY+Gaité+Paris,🍔"
"paris,La Felicità,restaurant,€€,5,""5 Parvis Alan Turing, 75013"",48.8305,2.3738,Immense food hall italien dans la Halle Freyssinet. Pasta pizza vins — un monument du 13e.,italien|food hall|13e,gem,https://maps.google.com/?q=La+Felicità+Paris,🍝"
"paris,Maslow Temple,restaurant,€€,5,""33 Rue des Archives, 75003"",48.8586,2.354,Le meilleur restaurant végétarien de Paris. Cuisine inventive et généreuse — on oublie la viande.,végétarien|marais|inventif,must,https://maps.google.com/?q=Maslow+Temple+Paris,🥗"
"paris,Maslow,restaurant,€€,5,""42 Rue Sainte-Croix de la Bretonnerie, 75004"",48.8567,2.353,La version marais de Maslow végétarien. Cuisine du monde 100% plant-based.,végétarien|marais|world food,,https://maps.google.com/?q=Maslow+restaurant+Paris,🥗"
"paris,Fellows,restaurant,€€,5,""5 Rue du Cardinal Lemoine, 75005"",48.8511,2.3514,Excellent restaurant végétarien du 5e. Carte courte et créative qui change avec les saisons.,végétarien|5e|créatif,fav,https://maps.google.com/?q=Fellows+restaurant+Paris,🥗"
"paris,BMK Paris-Bamako,restaurant,€€,5,""20 Rue Bichat, 75010"",48.8714,2.3651,Restaurant afro-parisien dans le 10e. Cuisine généreuse mêlant influences françaises et africaines.,africain|10e|fusion,,https://maps.google.com/?q=BMK+Paris+Bamako,🥘"
"paris,La Cappadoce,restaurant,€€,5,""9 Rue de la Fontaine au Roi, 75011"",48.8656,2.3718,Le meilleur restaurant turc du 11e. Mezze authentiques et grillades parfumées.,turc|mezze|11e,,https://maps.google.com/?q=La+Cappadoce+Paris,🫕"
"paris,Öz Maître Kebabier,restaurant,€€,5,""69 Bd de la Villette, 75010"",48.8746,2.3657,Le meilleur kebab de Paris selon beaucoup. Döner généreux et viande de qualité.,kebab|villette|incontournable,gem,https://maps.google.com/?q=Öz+Maître+Kebabier+Paris,🥙"
"paris,Les Frères des Batignolles,restaurant,€,4,""3 Rue des Batignolles, 75017"",48.8833,2.3235,Kebab de quartier dans les Batignolles. Simple et copieux.,kebab|batignolles|17e,,https://maps.google.com/?q=Les+Frères+des+Batignolles+Paris,🥙"
"paris,Sürpriz — Berliner Kebab,restaurant,€€,5,""37 Rue de Bretagne, 75003"",48.8625,2.3622,Berliner kebab à Berlin-sur-Marais. La viande en broche la sauce blanche les frites — un voyage.,berliner kebab|marais|original,,https://maps.google.com/?q=Sürpriz+Berliner+Kebab+Paris,🥙"
"paris,Kintaro,restaurant,€€,5,""24 Rue Saint-Augustin, 75002"",48.8697,2.338,Classique du ramen parisien. File d'attente presque toujours mais ça vaut chaque minute.,ramen|japonais|opéra,,https://maps.google.com/?q=Kintaro+restaurant+Paris,🍜"
"paris,Mao dumpling bar,restaurant,€€,4,""23 Rue des Gravilliers, 75003"",48.8625,2.3518,Bar à dumplings dans le 3e. Raviolis chinois artisanaux dans un cadre décontracté.,dumplings|chinois|3e,,https://maps.google.com/?q=Mao+dumpling+bar+Paris,🥟"
"paris,Ambassade d'Auvergne,restaurant,€€€,4,""22 Rue du Grenier Saint-Lazare, 75003"",48.8622,2.3529,""Institution auvergnate dans le Marais depuis des décennies. Aligot, tripoux et saucisse de Toulouse."",auvergne|tradition|marais,,https://maps.google.com/?q=Ambassade+d'Auvergne+Paris,🍽️"
"paris,B.O.U.L.O.M,restaurant,€€€,4,""1 Pl. du Louvre, 75001"",48.8612,2.3424,Boulanger-chef étoilé au Louvre. Cuisine française gastronomique en journée.,gastronomique|louvre|français,,https://maps.google.com/?q=BOULOM+Paris,🍽️"
